index,im_loc,mos
102,voc_emotic_ava/EMOTIC__COCO_train2014_000000525572.jpg,76.849365234375
103,voc_emotic_ava/JPEGImages__2010_004271.jpg,74.0011978149414
104,voc_emotic_ava/AVA__476033.jpg,63.11601257324219
105,voc_emotic_ava/VOC2012__2008_001168.jpg,71.82485961914062
106,voc_emotic_ava/VOC2012__2008_005550.jpg,71.06015014648438
107,voc_emotic_ava/JPEGImages__2008_001048.jpg,73.85124969482422
108,voc_emotic_ava/AVA__806905.jpg,80.18927001953125
109,voc_emotic_ava/VOC2012__2012_004242.jpg,71.542236328125
110,voc_emotic_ava/JPEGImages__2009_005031.jpg,76.44210815429688
111,voc_emotic_ava/VOC2012__2010_002756.jpg,77.19075012207031
112,voc_emotic_ava/VOC2012__2008_001548.jpg,72.38166046142578
113,voc_emotic_ava/EMOTIC__COCO_train2014_000000457889.jpg,69.87596130371094
114,voc_emotic_ava/VOC2012__2012_001508.jpg,70.84412384033203
115,voc_emotic_ava/JPEGImages__2010_006410.jpg,51.361961364746094
116,voc_emotic_ava/EMOTIC__e21mn5q3qdfpnalcek.jpg,66.9387435913086
117,voc_emotic_ava/AVA__620615.jpg,74.60926818847656
118,voc_emotic_ava/EMOTIC__COCO_train2014_000000408680.jpg,68.49536895751953
119,voc_emotic_ava/EMOTIC__COCO_train2014_000000143140.jpg,73.65503692626953
120,voc_emotic_ava/EMOTIC__COCO_val2014_000000020935.jpg,67.65116119384766
121,voc_emotic_ava/VOC2012__2011_001166.jpg,77.26858520507812
122,voc_emotic_ava/JPEGImages__2009_003635.jpg,76.2251968383789
123,voc_emotic_ava/JPEGImages__2007_003861.jpg,72.87324523925781
124,voc_emotic_ava/VOC2012__2010_004353.jpg,74.31647491455078
125,voc_emotic_ava/JPEGImages__2011_003432.jpg,78.33612823486328
126,voc_emotic_ava/VOC2012__2010_002730.jpg,77.90510559082031
127,voc_emotic_ava/AVA__503045.jpg,77.01400756835938
128,voc_emotic_ava/VOC2012__2010_002419.jpg,75.36304473876953
129,voc_emotic_ava/JPEGImages__2009_000088.jpg,75.27969360351562
130,voc_emotic_ava/EMOTIC__079i8grdxk6e5ltyak.jpg,84.8339614868164
131,voc_emotic_ava/VOC2012__2008_006422.jpg,80.08715057373047
132,voc_emotic_ava/AVA__7951.jpg,76.39534759521484
133,voc_emotic_ava/AVA__440490.jpg,68.82068634033203
134,voc_emotic_ava/JPEGImages__2008_003041.jpg,81.30683898925781
135,voc_emotic_ava/AVA__81072.jpg,78.79483032226562
136,voc_emotic_ava/JPEGImages__2012_003185.jpg,71.07958984375
137,voc_emotic_ava/JPEGImages__2010_002625.jpg,73.51339721679688
138,voc_emotic_ava/VOC2012__2010_005162.jpg,75.31717681884766
139,voc_emotic_ava/EMOTIC__COCO_val2014_000000187241.jpg,74.00469970703125
140,voc_emotic_ava/AVA__422556.jpg,74.24031066894531
141,voc_emotic_ava/VOC2012__2009_004068.jpg,71.63969421386719
142,voc_emotic_ava/AVA__669340.jpg,76.47676849365234
143,voc_emotic_ava/AVA__894138.jpg,69.33881378173828
144,voc_emotic_ava/AVA__511222.jpg,64.49223327636719
145,voc_emotic_ava/JPEGImages__2007_000738.jpg,71.68983459472656
146,voc_emotic_ava/VOC2012__2010_001170.jpg,77.13390350341797
147,voc_emotic_ava/AVA__32174.jpg,79.10198211669922
148,voc_emotic_ava/JPEGImages__2008_004419.jpg,76.81954193115234
149,voc_emotic_ava/EMOTIC__COCO_train2014_000000284667.jpg,75.37407684326172
150,voc_emotic_ava/AVA__605726.jpg,71.4129638671875
151,voc_emotic_ava/AVA__512295.jpg,76.11727142333984
152,voc_emotic_ava/JPEGImages__2008_002001.jpg,76.57158660888672
153,voc_emotic_ava/JPEGImages__2008_003213.jpg,60.40214538574219
154,voc_emotic_ava/EMOTIC__COCO_train2014_000000575631.jpg,74.29987335205078
155,voc_emotic_ava/EMOTIC__COCO_train2014_000000165163.jpg,71.00665283203125
156,voc_emotic_ava/JPEGImages__2009_002094.jpg,70.4935073852539
157,voc_emotic_ava/VOC2012__2008_004727.jpg,70.38182067871094
158,voc_emotic_ava/VOC2012__2010_003180.jpg,82.02012634277344
159,voc_emotic_ava/VOC2012__2008_007715.jpg,69.5273208618164
160,voc_emotic_ava/EMOTIC__COCO_train2014_000000057744.jpg,72.78009796142578
161,voc_emotic_ava/EMOTIC__COCO_train2014_000000139324.jpg,82.29399871826172
162,voc_emotic_ava/EMOTIC__COCO_train2014_000000040535.jpg,74.0784683227539
163,voc_emotic_ava/VOC2012__2012_003331.jpg,71.39163970947266
164,voc_emotic_ava/JPEGImages__2012_001098.jpg,75.94721221923828
165,voc_emotic_ava/EMOTIC__COCO_train2014_000000165680.jpg,68.26701354980469
166,voc_emotic_ava/EMOTIC__COCO_train2014_000000530950.jpg,68.96795654296875
167,voc_emotic_ava/VOC2012__2010_006520.jpg,66.25064086914062
168,voc_emotic_ava/VOC2012__2010_004299.jpg,75.44343566894531
169,voc_emotic_ava/AVA__773825.jpg,73.91423797607422
170,voc_emotic_ava/AVA__747072.jpg,84.21578979492188
171,voc_emotic_ava/JPEGImages__2010_002378.jpg,73.56289672851562
172,voc_emotic_ava/VOC2012__2012_002144.jpg,73.91806030273438
173,voc_emotic_ava/JPEGImages__2008_001139.jpg,74.83580017089844
174,voc_emotic_ava/JPEGImages__2010_003013.jpg,75.12710571289062
175,voc_emotic_ava/JPEGImages__2011_006609.jpg,63.75444793701172
176,voc_emotic_ava/VOC2012__2010_004076.jpg,76.62394714355469
177,voc_emotic_ava/JPEGImages__2012_003947.jpg,77.63372039794922
178,voc_emotic_ava/EMOTIC__COCO_val2014_000000214742.jpg,72.14530181884766
179,voc_emotic_ava/JPEGImages__2012_000489.jpg,72.8589096069336
180,voc_emotic_ava/JPEGImages__2011_004147.jpg,75.7384262084961
181,voc_emotic_ava/JPEGImages__2011_006200.jpg,74.08329772949219
182,voc_emotic_ava/AVA__691998.jpg,70.91071319580078
183,voc_emotic_ava/EMOTIC__COCO_train2014_000000282482.jpg,78.56427764892578
184,voc_emotic_ava/AVA__726125.jpg,58.85649490356445
185,voc_emotic_ava/EMOTIC__COCO_train2014_000000015678.jpg,62.612892150878906
186,voc_emotic_ava/VOC2012__2007_003191.jpg,72.95938110351562
187,voc_emotic_ava/VOC2012__2008_000749.jpg,74.3327865600586
188,voc_emotic_ava/AVA__22490.jpg,47.24507141113281
189,voc_emotic_ava/VOC2012__2008_007375.jpg,80.51548767089844
190,voc_emotic_ava/AVA__314836.jpg,73.03231048583984
191,voc_emotic_ava/EMOTIC__COCO_train2014_000000076937.jpg,72.08099365234375
192,voc_emotic_ava/VOC2012__2008_005718.jpg,58.566864013671875
193,voc_emotic_ava/AVA__668380.jpg,64.59255981445312
194,voc_emotic_ava/VOC2012__2008_006218.jpg,69.4243392944336
195,voc_emotic_ava/JPEGImages__2008_003264.jpg,74.24805450439453
196,voc_emotic_ava/VOC2012__2008_004351.jpg,79.7344741821289
197,voc_emotic_ava/JPEGImages__2012_004306.jpg,74.18502807617188
198,voc_emotic_ava/AVA__342135.jpg,68.28152465820312
199,voc_emotic_ava/EMOTIC__COCO_train2014_000000215291.jpg,73.74909973144531
200,voc_emotic_ava/JPEGImages__2011_006888.jpg,58.41184997558594
201,voc_emotic_ava/AVA__313680.jpg,65.82395935058594
202,voc_emotic_ava/VOC2012__2011_001968.jpg,71.65119934082031
203,voc_emotic_ava/EMOTIC__1d56wjc7enuryu8s57.jpg,70.89138793945312
204,voc_emotic_ava/JPEGImages__2010_003729.jpg,65.01432800292969
205,voc_emotic_ava/AVA__628281.jpg,65.7581558227539
206,voc_emotic_ava/JPEGImages__2011_005889.jpg,69.73609924316406
207,voc_emotic_ava/EMOTIC__COCO_train2014_000000558006.jpg,67.48119354248047
208,voc_emotic_ava/VOC2012__2010_000200.jpg,60.09016418457031
209,voc_emotic_ava/VOC2012__2008_003299.jpg,72.71063995361328
210,voc_emotic_ava/AVA__186049.jpg,75.79499816894531
211,voc_emotic_ava/EMOTIC__COCO_train2014_000000045672.jpg,76.60867309570312
212,voc_emotic_ava/EMOTIC__COCO_train2014_000000199640.jpg,72.18152618408203
213,voc_emotic_ava/VOC2012__2010_005499.jpg,73.15083312988281
214,voc_emotic_ava/VOC2012__2009_002578.jpg,71.12054443359375
215,voc_emotic_ava/JPEGImages__2012_001521.jpg,70.36295318603516
216,voc_emotic_ava/EMOTIC__sun_armkqlqjtbtoqzqo.jpg,63.42771911621094
217,voc_emotic_ava/JPEGImages__2010_005894.jpg,76.52075958251953
218,voc_emotic_ava/VOC2012__2010_001484.jpg,74.4348373413086
219,voc_emotic_ava/VOC2012__2009_002388.jpg,63.50334548950195
220,voc_emotic_ava/VOC2012__2008_006035.jpg,75.65686798095703
221,voc_emotic_ava/AVA__519.jpg,72.99163055419922
222,voc_emotic_ava/EMOTIC__COCO_train2014_000000347437.jpg,69.57980346679688
223,voc_emotic_ava/EMOTIC__cl5sn4ab7c511e353h.jpg,70.38689422607422
224,voc_emotic_ava/JPEGImages__2011_004657.jpg,67.37580871582031
225,voc_emotic_ava/VOC2012__2008_006118.jpg,77.78433990478516
226,voc_emotic_ava/AVA__122077.jpg,64.20462036132812
227,voc_emotic_ava/EMOTIC__COCO_train2014_000000328918.jpg,76.09503173828125
228,voc_emotic_ava/AVA__271258.jpg,69.223388671875
229,voc_emotic_ava/EMOTIC__COCO_val2014_000000130839.jpg,68.25830078125
230,voc_emotic_ava/JPEGImages__2012_000857.jpg,80.25996398925781
231,voc_emotic_ava/EMOTIC__COCO_train2014_000000313164.jpg,73.43415832519531
232,voc_emotic_ava/EMOTIC__COCO_train2014_000000084383.jpg,77.79354095458984
233,voc_emotic_ava/JPEGImages__2010_006630.jpg,70.47896575927734
234,voc_emotic_ava/JPEGImages__2007_009607.jpg,79.00495147705078
235,voc_emotic_ava/VOC2012__2010_005245.jpg,70.68482971191406
236,voc_emotic_ava/VOC2012__2009_000068.jpg,76.52543640136719
237,voc_emotic_ava/VOC2012__2012_001590.jpg,62.71293640136719
238,blur_dataset/out_of_focus0595.jpg,68.30449676513672
239,voc_emotic_ava/AVA__94568.jpg,77.8967056274414
240,voc_emotic_ava/EMOTIC__COCO_train2014_000000443075.jpg,70.36333465576172
241,voc_emotic_ava/VOC2012__2012_000973.jpg,70.20726776123047
242,voc_emotic_ava/EMOTIC__COCO_train2014_000000129510.jpg,72.46842956542969
243,voc_emotic_ava/VOC2012__2010_004310.jpg,75.21209716796875
244,voc_emotic_ava/VOC2012__2010_000640.jpg,69.7884750366211
245,voc_emotic_ava/AVA__291022.jpg,66.53460693359375
246,voc_emotic_ava/VOC2012__2008_000821.jpg,74.88687133789062
247,voc_emotic_ava/AVA__14858.jpg,74.66157531738281
248,voc_emotic_ava/EMOTIC__COCO_train2014_000000369782.jpg,70.62571716308594
249,voc_emotic_ava/VOC2012__2009_001644.jpg,61.4419059753418
250,voc_emotic_ava/JPEGImages__2011_001950.jpg,75.20386505126953
251,voc_emotic_ava/VOC2012__2012_001531.jpg,75.15921783447266
252,voc_emotic_ava/VOC2012__2010_001919.jpg,74.51966094970703
253,voc_emotic_ava/JPEGImages__2011_001641.jpg,72.06503295898438
254,voc_emotic_ava/JPEGImages__2009_001192.jpg,75.5882568359375
255,voc_emotic_ava/VOC2012__2008_006073.jpg,73.47712707519531
256,voc_emotic_ava/AVA__62470.jpg,65.88922119140625
257,voc_emotic_ava/JPEGImages__2011_001713.jpg,73.5059814453125
258,voc_emotic_ava/VOC2012__2010_000579.jpg,73.60900115966797
259,voc_emotic_ava/VOC2012__2011_003743.jpg,71.4441909790039
260,voc_emotic_ava/VOC2012__2011_003348.jpg,69.10372924804688
261,voc_emotic_ava/JPEGImages__2008_003021.jpg,76.24238586425781
262,voc_emotic_ava/JPEGImages__2012_002114.jpg,74.03575897216797
263,voc_emotic_ava/JPEGImages__2008_001980.jpg,71.4949722290039
264,voc_emotic_ava/EMOTIC__COCO_train2014_000000378661.jpg,73.49955749511719
265,voc_emotic_ava/JPEGImages__2011_002975.jpg,73.36939239501953
266,voc_emotic_ava/JPEGImages__2009_002752.jpg,69.0920639038086
267,voc_emotic_ava/JPEGImages__2008_003547.jpg,71.89720153808594
268,voc_emotic_ava/EMOTIC__COCO_val2014_000000560902.jpg,77.88231658935547
269,voc_emotic_ava/VOC2012__2010_002197.jpg,70.63182830810547
270,voc_emotic_ava/JPEGImages__2008_006458.jpg,79.00094604492188
271,voc_emotic_ava/AVA__617383.jpg,79.95165252685547
272,voc_emotic_ava/VOC2012__2011_001970.jpg,73.21859741210938
273,voc_emotic_ava/VOC2012__2010_005307.jpg,77.9521713256836
274,voc_emotic_ava/VOC2012__2012_002382.jpg,71.2581787109375
275,voc_emotic_ava/AVA__921925.jpg,70.83056640625
276,voc_emotic_ava/JPEGImages__2012_001034.jpg,68.72081756591797
277,voc_emotic_ava/VOC2012__2012_002773.jpg,64.15744018554688
278,voc_emotic_ava/EMOTIC__9wjudzi8z4t8hkyxuf.jpg,72.91984558105469
279,voc_emotic_ava/JPEGImages__2010_005938.jpg,71.65828704833984
280,voc_emotic_ava/EMOTIC__COCO_train2014_000000396976.jpg,72.62019348144531
281,voc_emotic_ava/EMOTIC__COCO_train2014_000000026720.jpg,70.84500122070312
282,voc_emotic_ava/AVA__284241.jpg,53.870269775390625
283,voc_emotic_ava/VOC2012__2011_005733.jpg,71.9969711303711
284,voc_emotic_ava/VOC2012__2011_000616.jpg,71.21665954589844
285,voc_emotic_ava/EMOTIC__COCO_train2014_000000364549.jpg,68.42680358886719
286,blur_dataset/out_of_focus0362.jpg,70.04679870605469
287,voc_emotic_ava/JPEGImages__2012_003448.jpg,75.63038635253906
288,voc_emotic_ava/AVA__774253.jpg,73.73680877685547
289,voc_emotic_ava/EMOTIC__COCO_train2014_000000276491.jpg,68.38406372070312
290,voc_emotic_ava/JPEGImages__2012_001344.jpg,71.95697021484375
291,voc_emotic_ava/JPEGImages__2009_002941.jpg,83.24851989746094
292,voc_emotic_ava/AVA__178174.jpg,75.43978118896484
293,voc_emotic_ava/JPEGImages__2008_008096.jpg,74.10810852050781
294,voc_emotic_ava/VOC2012__2008_002276.jpg,73.69984436035156
295,voc_emotic_ava/AVA__666077.jpg,69.51122283935547
296,voc_emotic_ava/AVA__237668.jpg,79.31209564208984
297,voc_emotic_ava/EMOTIC__COCO_train2014_000000328571.jpg,74.92130279541016
298,voc_emotic_ava/EMOTIC__COCO_train2014_000000120259.jpg,73.17853546142578
299,voc_emotic_ava/JPEGImages__2010_002429.jpg,71.80242156982422
300,voc_emotic_ava/EMOTIC__COCO_train2014_000000108642.jpg,74.33870697021484
301,voc_emotic_ava/JPEGImages__2010_004661.jpg,75.0609130859375
302,voc_emotic_ava/VOC2012__2011_007004.jpg,68.92487335205078
303,voc_emotic_ava/VOC2012__2012_000052.jpg,59.102783203125
304,voc_emotic_ava/VOC2012__2010_000657.jpg,79.77088928222656
305,voc_emotic_ava/AVA__315410.jpg,73.52304077148438
306,voc_emotic_ava/JPEGImages__2010_002561.jpg,62.353153228759766
307,voc_emotic_ava/JPEGImages__2011_000583.jpg,73.4377212524414
308,voc_emotic_ava/VOC2012__2010_001974.jpg,71.51178741455078
309,voc_emotic_ava/AVA__600745.jpg,75.702880859375
310,voc_emotic_ava/JPEGImages__2012_004036.jpg,78.08622741699219
311,voc_emotic_ava/AVA__951798.jpg,64.84980010986328
312,voc_emotic_ava/VOC2012__2011_003411.jpg,68.8445816040039
313,voc_emotic_ava/AVA__864914.jpg,75.1754379272461
314,voc_emotic_ava/VOC2012__2009_003698.jpg,70.162841796875
315,voc_emotic_ava/VOC2012__2010_001617.jpg,71.75159454345703
316,voc_emotic_ava/AVA__235728.jpg,75.49286651611328
317,voc_emotic_ava/AVA__132403.jpg,68.62347412109375
318,voc_emotic_ava/AVA__450657.jpg,75.17355346679688
319,voc_emotic_ava/VOC2012__2011_006577.jpg,49.62502670288086
320,voc_emotic_ava/EMOTIC__COCO_train2014_000000103252.jpg,68.16978454589844
321,voc_emotic_ava/AVA__53434.jpg,77.3160400390625
322,voc_emotic_ava/JPEGImages__2011_004557.jpg,64.27873229980469
323,voc_emotic_ava/EMOTIC__COCO_val2014_000000503980.jpg,69.0267562866211
324,voc_emotic_ava/VOC2012__2011_002541.jpg,77.50012969970703
325,voc_emotic_ava/EMOTIC__COCO_train2014_000000538349.jpg,58.80130386352539
326,voc_emotic_ava/EMOTIC__gvwj848i437jakzshe.jpg,67.9635238647461
327,voc_emotic_ava/VOC2012__2009_003716.jpg,66.94072723388672
328,voc_emotic_ava/AVA__446638.jpg,77.32047271728516
329,voc_emotic_ava/EMOTIC__COCO_val2014_000000499374.jpg,71.79176330566406
330,voc_emotic_ava/AVA__63014.jpg,78.31962585449219
331,voc_emotic_ava/EMOTIC__COCO_train2014_000000275793.jpg,78.8905258178711
332,voc_emotic_ava/VOC2012__2010_003042.jpg,74.3172607421875
333,voc_emotic_ava/AVA__755368.jpg,76.34930419921875
334,voc_emotic_ava/VOC2012__2008_004340.jpg,72.23127746582031
335,voc_emotic_ava/EMOTIC__COCO_train2014_000000572252.jpg,73.98307037353516
336,voc_emotic_ava/VOC2012__2011_001048.jpg,73.02973937988281
337,voc_emotic_ava/AVA__270069.jpg,67.2584457397461
338,voc_emotic_ava/AVA__893230.jpg,65.2447280883789
339,voc_emotic_ava/AVA__215015.jpg,62.48591232299805
340,voc_emotic_ava/AVA__165346.jpg,77.00910186767578
341,voc_emotic_ava/VOC2012__2010_006146.jpg,71.83566284179688
342,voc_emotic_ava/EMOTIC__COCO_train2014_000000183602.jpg,62.71731185913086
343,voc_emotic_ava/JPEGImages__2010_005629.jpg,83.72620391845703
344,voc_emotic_ava/EMOTIC__COCO_train2014_000000450878.jpg,73.9165267944336
345,voc_emotic_ava/VOC2012__2009_000775.jpg,75.73041534423828
346,voc_emotic_ava/AVA__682085.jpg,79.94102478027344
347,voc_emotic_ava/AVA__464492.jpg,66.61712646484375
348,voc_emotic_ava/EMOTIC__COCO_train2014_000000549886.jpg,65.86067199707031
349,voc_emotic_ava/AVA__674224.jpg,74.71488189697266
350,voc_emotic_ava/VOC2012__2008_003495.jpg,70.27875518798828
351,voc_emotic_ava/AVA__488439.jpg,75.24107360839844
352,voc_emotic_ava/JPEGImages__2009_000834.jpg,67.85346221923828
353,voc_emotic_ava/VOC2012__2011_004003.jpg,69.16036224365234
354,voc_emotic_ava/EMOTIC__COCO_val2014_000000016905.jpg,81.69010925292969
355,voc_emotic_ava/EMOTIC__COCO_train2014_000000127267.jpg,71.15555572509766
356,voc_emotic_ava/JPEGImages__2007_005896.jpg,70.2059326171875
357,voc_emotic_ava/JPEGImages__2008_006315.jpg,72.90986633300781
358,voc_emotic_ava/JPEGImages__2008_007691.jpg,70.44457244873047
359,voc_emotic_ava/AVA__652887.jpg,73.96935272216797
360,voc_emotic_ava/JPEGImages__2010_002080.jpg,71.42424011230469
361,voc_emotic_ava/AVA__256436.jpg,77.24711608886719
362,voc_emotic_ava/VOC2012__2008_002749.jpg,70.38658142089844
363,voc_emotic_ava/AVA__534967.jpg,69.71492767333984
364,voc_emotic_ava/EMOTIC__biy15txnp3w1msek72.jpg,79.04046630859375
365,voc_emotic_ava/AVA__688941.jpg,75.00822448730469
366,voc_emotic_ava/JPEGImages__2008_002378.jpg,76.65725708007812
367,blur_dataset/out_of_focus0588.jpg,70.5741958618164
368,voc_emotic_ava/AVA__40229.jpg,77.53961181640625
369,voc_emotic_ava/VOC2012__2008_004628.jpg,70.70832061767578
370,voc_emotic_ava/AVA__594017.jpg,72.28497314453125
371,voc_emotic_ava/AVA__699176.jpg,83.22075653076172
372,voc_emotic_ava/VOC2012__2008_003906.jpg,58.30997848510742
373,voc_emotic_ava/EMOTIC__COCO_train2014_000000406074.jpg,74.6623306274414
374,voc_emotic_ava/JPEGImages__2009_000209.jpg,71.16157531738281
375,voc_emotic_ava/VOC2012__2008_001242.jpg,75.32109069824219
376,voc_emotic_ava/EMOTIC__COCO_train2014_000000159324.jpg,78.62316131591797
377,voc_emotic_ava/AVA__812040.jpg,73.10857391357422
378,voc_emotic_ava/VOC2012__2008_003685.jpg,68.48234558105469
